account,period,file,format_variant,rows_parsed,printed_opening,sum_amounts,computed_close,printed_close,delta,currency,status,reason
OCBC_3001,2024-04,BUSINESS GROWTH ACCOUNT-3001-Apr-2024.pdf,OCBC_BUSINESS_GROWTH_PDF,6,5209.39,-5000.00,209.39,209.39,0.00,SGD,PASS,
OCBC_3001,2024-05,BUSINESS GROWTH ACCOUNT-3001-May-2024.pdf,OCBC_BUSINESS_GROWTH_PDF,8,209.39,0.00,209.39,209.39,0.00,SGD,PASS,
OCBC_3001,2024-06,BUSINESS GROWTH ACCOUNT-3001-Jun-2024.pdf,OCBC_BUSINESS_GROWTH_PDF,6,209.39,0.00,209.39,209.39,0.00,SGD,PASS,
OCBC_3001,2024-07,BUSINESS GROWTH ACCOUNT-3001-Jul-2024.pdf,OCBC_BUSINESS_GROWTH_PDF,8,209.39,-53.00,156.39,156.39,0.00,SGD,PASS,
OCBC_3001,2024-08,BUSINESS GROWTH ACCOUNT-3001-Aug-2024.pdf,OCBC_BUSINESS_GROWTH_PDF,6,156.39,0.00,156.39,156.39,0.00,SGD,PASS,
OCBC_3001,2024-09,BUSINESS GROWTH ACCOUNT-3001-Sep-2024.pdf,OCBC_BUSINESS_GROWTH_PDF,12,156.39,0.00,156.39,156.39,0.00,SGD,PASS,
OCBC_3001,2024-10,BUSINESS GROWTH ACCOUNT-3001-Oct-2024.pdf,OCBC_BUSINESS_GROWTH_PDF,13,156.39,0.00,156.39,156.39,0.00,SGD,PASS,
OCBC_3001,2024-11,BUSINESS GROWTH ACCOUNT-3001-Nov-2024.pdf,OCBC_BUSINESS_GROWTH_PDF,13,156.39,0.00,156.39,156.39,0.00,SGD,PASS,
OCBC_3001,2024-12,BUSINESS GROWTH ACCOUNT-3001-Dec-2024.pdf,OCBC_BUSINESS_GROWTH_PDF,16,156.39,10000.00,10156.39,10156.39,0.00,SGD,PASS,
OCBC_3001,2025-01,BUSINESS GROWTH ACCOUNT-3001-Jan-2025.pdf,OCBC_BUSINESS_GROWTH_PDF,14,10156.39,-500.00,9656.39,9656.39,0.00,SGD,PASS,
OCBC_3001,2025-02,BUSINESS GROWTH ACCOUNT-3001-Feb-2025.pdf,OCBC_BUSINESS_GROWTH_PDF,11,9656.39,-9500.00,156.39,156.39,0.00,SGD,PASS,
OCBC_3001,2025-03,BUSINESS GROWTH ACCOUNT-3001-Mar-2025.pdf,OCBC_BUSINESS_GROWTH_PDF,9,156.39,10000.00,10156.39,10156.39,0.00,SGD,PASS,
OCBC_3001,2025-04,BUSINESS GROWTH ACCOUNT-3001-Apr-2025.pdf,OCBC_BUSINESS_GROWTH_PDF,14,10156.39,-10000.00,156.39,156.39,0.00,SGD,PASS,
OCBC_3001,2025-05,BUSINESS GROWTH ACCOUNT-3001-May-2025.pdf,OCBC_BUSINESS_GROWTH_PDF,13,156.39,0.00,156.39,156.39,0.00,SGD,PASS,
OCBC_3001,2025-06,BUSINESS GROWTH ACCOUNT-3001-Jun-2025.pdf,OCBC_BUSINESS_GROWTH_PDF,17,156.39,6500.00,6656.39,6656.39,0.00,SGD,PASS,
OCBC_3001,2025-07,BUSINESS GROWTH ACCOUNT-3001-Jul-2025.pdf,OCBC_BUSINESS_GROWTH_PDF,10,6656.39,-6038.00,618.39,618.39,0.00,SGD,PASS,
OCBC_3001,2025-08,BUSINESS GROWTH ACCOUNT-3001-Aug-2025.pdf,OCBC_BUSINESS_GROWTH_PDF,12,618.39,20500.00,21118.39,21118.39,0.00,SGD,PASS,
OCBC_3001,2025-09,BUSINESS GROWTH ACCOUNT-3001-Sep-2025.pdf,OCBC_BUSINESS_GROWTH_PDF,17,21118.39,-20500.00,618.39,618.39,0.00,SGD,PASS,
OCBC_3001,2025-10,BUSINESS GROWTH ACCOUNT-3001-Oct-2025.pdf,OCBC_BUSINESS_GROWTH_PDF,17,618.39,2000.00,2618.39,2618.39,0.00,SGD,PASS,
OCBC_3001,2025-11,BUSINESS GROWTH ACCOUNT-3001-Nov-2025.pdf,OCBC_BUSINESS_GROWTH_PDF,25,2618.39,1395.00,4013.39,4013.39,0.00,SGD,PASS,
OCBC_3001,2025-12,BUSINESS GROWTH ACCOUNT-3001-Dec-2025.pdf,OCBC_BUSINESS_GROWTH_PDF,22,4013.39,6000.00,10013.39,10013.39,0.00,SGD,PASS,
OCBC_3001,2026-01,BUSINESS GROWTH ACCOUNT-3001-Jan-2026 (1).pdf,OCBC_BUSINESS_GROWTH_PDF,14,10013.39,5045.10,15058.49,15058.49,0.00,SGD,PASS,
OCBC_3001,2026-02,BUSINESS GROWTH ACCOUNT-3001-Feb-2026.pdf,OCBC_BUSINESS_GROWTH_PDF,14,15058.49,-5000.00,10058.49,10058.49,0.00,SGD,PASS,
OCBC_3001,2026-03,BUSINESS GROWTH ACCOUNT-3001-Mar-2026.pdf,OCBC_BUSINESS_GROWTH_PDF,17,10058.49,10000.00,20058.49,20058.49,0.00,SGD,PASS,
OCBC_3001,2026-04,BUSINESS GROWTH ACCOUNT-3001-Apr-2026.pdf,OCBC_BUSINESS_GROWTH_PDF,9,20058.49,31000.00,51058.49,51058.49,0.00,SGD,PASS,
OCBC_3001,2026-05,BUSINESS GROWTH ACCOUNT-3001-May-2026.pdf,OCBC_BUSINESS_GROWTH_PDF,8,51058.49,-18000.00,33058.49,33058.49,0.00,SGD,PASS,
OCBC_3001,2026-06,BUSINESS GROWTH ACCOUNT-3001-Jun-2026.pdf,OCBC_BUSINESS_GROWTH_PDF,14,33058.49,-8000.00,25058.49,25058.49,0.00,SGD,PASS,
OCBC_3001,2026-07,BUSINESS GROWTH ACCOUNT-3001-Jul-2026.pdf,OCBC_BUSINESS_GROWTH_PDF,10,25058.49,-11684.42,13374.07,13374.07,0.00,SGD,PASS,
